index,"artist","album","genre","type","cover_name",cover_idx
822,"Compilations","Rat Pack_ Members Edition [Live]","Country","CD","Rat Pack_ Members Edition [Live].jpg",947
823,"Compilations","Mozart by Candlelight","Country","download","Mozart by Candlelight.jpg",948
824,"Compilations","Delta Lady_ The Rita Coolidge Anthology [Disc 2]","Country","CD","Delta Lady_ The Rita Coolidge Anthology [Disc 2].jpg",949
825,"Compilations","The Music Inside_ A Collaboration Dedicated To Waylon Jennings, Volume II","Country","CD","The Music Inside - A Collaboration Dedicated to Waylon Jennings, Vol. 1.jpg",950
826,"Compilations","The Ultimate Collection","Country","Download","Yard birds The Ultimate Collection.jpg",955
827,"Compilations","The Music Inside - A Collaboration Dedicated to Waylon Jennings, Vol. 1","Country","CD","The Music Inside - A Collaboration Dedicated to Waylon Jennings, Vol. 1.jpg",951
828,"Compilations","Delta Lady _ The Anthology","Country","CD","Delta Lady_ The Rita Coolidge Anthology [Disc 2].jpg",952
829,"Compilations","4 John Paul George Ringo - EP","Country","Download","4 John Paul George Ringo - EP.jpg",953
830,"Compilations","Singin' With Emmylou Volume 1 (P) 2000","Country","CD","SingingWinthEmmylouHarris.jpg",954
831,"Electric Light Orchestra","Out Of The Blue","Rock","CD","ELO_Out Of The Blue.jpg",1481
832,"Electric Light Orchestra","Face The Music","Rock","Vinyl","ELO Face The Music.jpg",1478
833,"Electric Light Orchestra","Discovery","Rock","Vinyl","ELO Discovery.jpg",1479
834,"Electric Light Orchestra","Eldorado","Rock","Vinyl","ELO Eldorado.jpg",1480
835,"The Youngbloods","Get Together_ The Essential Youngbloods","Rock","Download","Get Together_ The Essential Youngbloods.jpg",1908
836,"Generationals","Trust - EP","Pop","Download","Trust - EP.jpg",2084
837,"Pink Floyd","A Saucerful Of Secrets","Rock","CD","PinkFloyd_SaucersOfScrets.jpg",1064
838,"Pink Floyd","Dark Side of the Moon","Rock","Download","PinkFloyd Dark_Side_of_the_Moon.png",1065
839,"Pink Floyd","More_ Original Motion Picture Soundtrack","Rock","download","PinkFloyd_More.jpg",1068
840,"Pink Floyd","Pulse [Disc 1]","Rock","CD","PinkFloyd_Pulse.jpg",1069
841,"Pink Floyd","Pulse [Disc 2]","Rock","CD","PinkFloyd_Pulse.jpg",1070
842,"Pink Floyd","The Final Cut","Rock","CD","PinkFloyd_Finalcut.jpg",1067
843,"Pink Floyd","The Wall [Disc 1]","Rock","Download","PinkFloyd The Wall.jpg",1071
844,"Pink Floyd","The Wall [Disc 2]","Rock","Download","PinkFloyd The Wall.jpg",1072
845,"Ricketic","Steelers Wheel - Stuck in the Middle (Ricketic Edit) - Single","Rock","Download","Steelers Wheel - Stuck in the Middle (Ricketic Edit) - Single.jpg",2085
846,"Percy Sledge","More Solid Gold 60s Volume 2","Pop","Download","More Solid Gold 60s Volume 2.jpg",944
847,"Linkin Park","Recharged","Metal","CD","LinkinPark_Recharged.jpg",1884
848,"Lovin Spoonful","Lovin Spoonful Anthology","Rock","CD","Lovin Spoonful Anthology.jpg",2069
849,"Bachman-Turner Overdrive","Not Fragile","Rock","Vinyl","Not Fragile.jpg",1763
850,"Bachman-Turner Overdrive","The Definitive Collection Bachman-Turner Overdrive","Rock","Download","The Definitive Collection Bachman-Turner Overdrive.jpg",1764
851,"Edgar Winter","The Best of Edgar Winter","Rock","Download","The Best of Edgar Winter.jpg",2070
852,"Iron & Wine","Kiss Each Other Clean","Indie Rock","CD","Iron&wine_Kiss_Each_Other_Clean.jpg",1661
853,"Iron & Wine","Archive Series, Vol. No. 1","Indie Rock","CD","Iron&wine_ArchiveSeriesVolume1.jpg",1662
854,"Iron & Wine","Tree By The River - Single","Indie Rock","Download","IronWine Tree By The River - Single.jpg",1663
855,"War","The World Is A Ghetto","Rock","download","War The World Is A Ghetto.jpg",1385
856,"War","Platinum Jazz","Rock","Vinyl","War.jpg",1384
857,"War","Best of War","Rock","Download","Best of War.jpg",1390
858,"War","The Very Best of War","Rock","Download","The Very Best of War.jpg",1389
859,"The Black Keys","_Let's Rock_","rock","download","_Let's Rock_.jpg",2086
860,"R.E.M_","Oh My Heart - Single","rock","Download","REM Oh My Heart - Single.jpg",1236
861,"R.E.M_","Accelerate","rock","CD","REM Accelerate.jpg",1235
862,"R.E.M_","In Time - The Best of R.E.M. 1988-2003","rock","Download","REM In Time - The Best of R.E.M. 1988-2003.jpg",1234
863,"R.E.M_","Collapse Into Now","rock","CD","REM_Collapse Into Now.jpg",1232
864,"R.E.M_","Murmur","rock","CD","REM_Mumur.jpg",1233
865,"R.E.M_","Automatic For The People","rock","CD","REM_AutomaticForPeople.jpg",1231
866,"Alvin Lee","Live at Rockpalast (Remastered)","Blues","Download","Live at Rockpalast (Remastered).jpg",1475
867,"Alvin Lee","In Tennessee","Blues","Download","In Tennessee.jpg",1474
868,"Alvin Lee","Keep on Rockin'","Blues","Download","Keep on Rockin'.jpg",1473
869,"Alvin Lee","Live In Vienna","Blues","Download","Live In Vienna.jpg",1472
870,"Eddie Vedder","Longing to Belong - Single","Rock","Download","EddirVedder Longing to Belong - Single.jpg",1870
871,"Blue Cheer","Vincebus Eruptum","Rock","CD","Vincebus Eruptum.jpg",2071
873,"Tom Waits","Bad As Me","Alternative","CD","Bad As Me.jpg",2072
874,"Linda Ronstadt & Emmylou Harris","Western Wall_ The Tucson Sessions","Country","download","Western Wall_ The Tucson Sessions.jpg",1156
875,"The Searchers","The Very Best of... The Searchers","Rock","Download","The Very Best of... The Searchers.jpg",1898
876,"Dire Straits","Making Movies","Rock","Vinyl","DireStraits_Making Movies.jpg",1291
877,"Dire Straits","Sultans of Swing - The Very Best of Dire Straits","Rock","Download","Sultans of Swing - The Very Best of Dire Straits.jpg",1293
878,"Dire Straits","Live in Concert","Rock","download","DireStraits Live in Concert.jpg",1295
879,"Dire Straits","Brothers in Arms","Rock","CD","Dire_Straights_Brothers in Arms.jpg",1292
880,"Dire Straits","Communique","Rock","Download","DireStraits_Communique.jpg",1294
881,"Miles Davis Quintet","Workin' With The Miles Davis Quintet","Jazz","Vinyl","MilesDavis_Workin With The Miles Davis Quintet.jpg",1171
882,"Ben Harper","Rock 'N' Roll Is Free - Single","Pop","Download","Rock 'N' Roll Is Free - Single.jpg",2073
883,"Waylon Jennings","Love Of The Common People","Country","Download","WaylonJennings Love Of The Common People.jpg",1357
884,"Waylon Jennings","What Goes Around Comes Around","Country","Vinyl","WaylonJennings_What Goes Around Comes Around.jpeg",1353
885,"Waylon Jennings","Right For The Time","Country","Download","WaylonJennings Right For The Time.jpg",1356
886,"Waylon Jennings","The Essential Waylon Jennings","Country","Download","The Essential Waylon Jennings.jpg",1355
887,"Waylon Jennings","Honky Tonk Heroes","Country","CD","Waylon and Willie.jpeg
WaylonJenningsHonkyTonkHeroes.jpg",1354
888,"Joe Walsh","Joe Walsh's Greatest Hits_ Little Did He Know.._","Pop","Download","Joe Walsh's Greatest Hits_ Little Did He Know....jpg",2087
889,"Dirty Heads","Home Phantoms of Summer The Acoustic Sessions","Alternative","download","Home Phantoms of Summer The Acoustic Sessions.jpg",2097
890,"Roberta Flack & Donny Hathaway","Roberta Flack & Donny Hathaway","R&B","Download","Roberta Flack & Donny Hathaway.jpg",2088
891,"Sting","The Last Ship","Rock","CD","Sting The Last Ship.jpg",1631
892,"Peter & Gordon","The Ultimate Peter and Gordon","Pop","Download","The Ultimate Peter and Gordon.jpg",1888
893,"Motorhead","Bad Magic","Rock","CD","Motorhead_Bad_Magic.jpg",2074
894,"Dave Matthews & Tim Reynolds","Live At Radio City [Disc 1]","rock","download","Mathews Reynolds Live At Radio City.jpg",1771
895,"Dave Matthews & Tim Reynolds","Live At Radio City [Disc 2]","rock","download","Mathews Reynolds Live At Radio City.jpg",1772
896,"Martha Reeves & The Vandellas","The Ultimate Collection_ Martha Reeves & The Vandellas","R&B","Download","The Ultimate Collection_ Martha Reeves & The Vandellas.jpg",2089
897,"The Zombies","The Original Studio Recordings, Vol. 1","Rock","Download","Zombies The Original Studio Recordings, Vol. 1.jpg",1668
898,"The Zombies","Odessey & Oracle [Bonus Tracks]","Rock","CD","Zombies Odessey & Oracle [Bonus Tracks].jpg",1669
899,"The Zombies","Odessey and Oracle","Rock","Download","Zombies_OdesseyOracle.jpg",1667
900,"The Four Tops","FourTops_50th.jpg","R&B","download","FourTops_50th.jpg",1687
901,"The Four Tops","50th Anniversary Anthology [Disc 1]","R&B","CD","FourTops_50th.jpg",1686
902,"The Dave Clark Five","The Dave Clark Five_ The Hits (Bonus Track Version)","Rock","Download","The Dave Clark Five_ The Hits (Bonus Track Version).jpg",2075
903,"The Knack","Get The Knack","Rock","CD","Knack Get The Knack.jpg",1790
904,"The Knack","My Sharona _ Good Girls Don't (Re-Recorded) - Single","Rock","Download","Knack My Sharona _ Good Girls Don't (Re-Recorded) - Single.jpg",1791
905,"The Coasters","The Very Best Of The Coasters","Soul","CD","Coasters_The Very Best Of The Coasters.jpg",2076
906,"Blood Sweat & Tears","No Sweat","Rock","Vinyl","BloodSweatTears_No Sweat.jpg",1540
907,"Blood Sweat & Tears","New Blood","Rock","Vinyl","BloodSweatTears_New Blood.jpg",1541
908,"Blood Sweat & Tears","Blood Sweat & Tears 3","Rock","Vinyl","Blood Sweat Tears 3.jpg",1542
909,"Johnny Rivers","Greatest Hits Johnny Rivers","Rock","Download","JohnnyRivers_GreatestHits.jpg",1705
910,"Johnny Rivers","Johnny Rivers_ Greatest Hits","Rock","Download","JohnnyRivers_GreatestHits.jpg",1704
911,"The Rolling Stones","Aftermath","Rock","Download","RollingStones Aftermath.jpg",1314
912,"The Rolling Stones","Singles Collection_ The London Years [Disc 3]","Rock","CD","rollingStones_LondonYears.jpg",1311
913,"The Rolling Stones","Big Hits (High Tide And Green Grass)","Rock","download","Big Hits (High Tide And Green Grass).jpg",1310
914,"The Rolling Stones","Singles Collection_ The London Years [Disc 1]","Rock","CD","rollingStones_LondonYears.jpg",1312
915,"The Rolling Stones","Singles Collection_ The London Years [Disc 2]","Rock","CD","rollingStones_LondonYears.jpg",1313
916,"The Young Rascals","Time Peace_ The Rascals' Greatest Hits","Rock","Download","Young Rascals Time Peace_ The Rascals' Greatest Hits.jpg",1462
917,"The Young Rascals","Essentials_ The Rascals","Rock","Download","Young Rascals Essentials_ The Rascals.jpg",1463
918,"The Young Rascals","The Young Rascals","Rock","Download","The Young Rascals.jpg",1460
919,"The Young Rascals","Groovin'","Rock","Download","Young Rascals Groovin'.jpg",1461
920,"Michael Brecker","Michael Brecker","Jazz","Vinyl","MichealBrecker_MichealBrecker.jpg",1851
921,"Michael Brecker","CityScape","Jazz","Vinyl","Brecker_City Scape.jpg",1852
922,"Jose Feliciano","Fireworks","Pop","Download","Fireworks.jpg",2090
923,"Jose Feliciano","Feliz Navidad","Pop","Vinyl","Feliz Navidad.jpg",2091
924,"BJ Thomas","B.J. Thomas_ Greatest Hits","Rock","CD","B.J. Thomas_ Greatest Hits.jpg",2092
925,"Them","Them Featuring Van Morrison","Rock","Download","Them Featuring Van Morrison.jpg",2093
926,"Elvis Presley","The Essential Elvis Presley (Remastered)","Rock","Download","The Essential Elvis Presley (Remastered).jpg",1820
927,"Elvis Presley","Elvis's Christmas Album","Rock","Vinyl","Elvis's Christmas Album.jpg",1819
928,"Jimi Hendrix","Blue Wild Angel_ Jimi Hendrix Live At The Isle Of Wight","Rock","CD","JimiHendrix_BlueWildAngel.jpg",1527
929,"Jimi Hendrix","Are You Experienced_","Rock","CD","JimmiHendrix_Are_u_experienced.jpg",1528
930,"Jimi Hendrix","South Saturn Delta","Rock","Vinyl","JimmiHendrix_south saturn.jpg",1529
931,"Jimi Hendrix","Rainbow Bridge","Rock","Vinyl","JimmiHendrix_rainbow bridge.jpg",1530
932,"Florida Georgia Line","Anything Goes","Country","CD","FloridaGeargiaLine_AnythingGoes.jpg",2077
933,"Waylon and Willie","Waylon and Willie","Country","Vinyl","Waylon and Willie.jpeg",2078
934,"Johnny Nash","Radio Hits of the '70s","Rock","Download","Radio Hits of the '70s.jpg",2094
935,"George Baker","Hollands Glorie","Rock","Download","GeorgeBaker Hollands Glorie.jpg",1632
936,"The Outlaws","Best of the Outlaws_ Green Grass and High Tides (Remastered)","Rock","Download","Best of the Outlaws_ Green Grass and High Tides (Remastered).jpg",1678
937,"The Outlaws","The Outlaws","Rock","Download","The Outlaws.jpg",1679
938,"The Beatles","Sgt Peppers Lonely Hearts Club Band","Rock","Vinyl","Sgt Peppers Lonely Hearts Club Band.jpg",903
939,"The Beatles","Beatles For Sale","Rock","Vinyl","For Sale.jpg",904
940,"The Beatles","Beatles IV","Rock","Vinyl","Beatles VI.jpg",898
941,"The Beatles","Beatles'65","Rock","Vinyl","Beatles 65.jpg",901
942,"The Beatles","The Beatles' Second Album","Rock","Vinyl","The Beatles' Second Album.jpg",905
943,"The Beatles","Meet The Beatles","Rock","Vinyl","Meet the Beatles.jpg",895
944,"The Beatles","Let It Be","Rock","Download","Let It Be.jpg",906
945,"The Beatles","Revolver","Rock","CD","Revolver.jpg",907
946,"The Beatles","Live At The Hollywood Bowl","Rock","download","Beatles Live At The Hollywood Bowl.jpg",908
947,"The Beatles","Yesterday and Today","Rock","Vinyl","Beatles Butcher Cover.jpg",900
948,"The Beatles","Hard Days Night","Rock","Vinyl","Hard Days Night.jpg",909
949,"The Beatles","Rubber Soul (North American)","Rock","Vinyl","Rubber Soul.jpg",910
950,"The Beatles","The Beatles Songs Pictures And Stories","Rock","Vinyl","Beatles songs pics stories.jpg",896
951,"The Beatles","Something New","Rock","Vinyl","Beatles Something New.jpg",899
952,"The Beatles","Let It Be... Naked [Disc 2]","Rock","download","Beatles Let It Be... Naked.jpg",912
953,"The Beatles","Magical Mystery Tour","Rock","Vinyl","Magical Mystery Tour.jpg",914
954,"The Beatles","Let It Be... Naked [Disc 1]","Rock","download","Beatles Let It Be... Naked.jpg",913
955,"The Beatles","Beatles Again(Hey Jude)","Rock","Vinyl","Hey Jude.jpg",915
956,"The Beatles","The Beatles 1962-1966 (The Red Album)","Rock","Download","Beatles 62-66.jpg",902
957,"The Beatles","Rubber Soul","Rock","Vinyl","Rubber Soul.jpg",911
958,"The Beatles","Abbey Road","Rock","CD","Abbey Road.jpg",917
959,"The Beatles","Help","Rock","Vinyl","Help.jpeg",918
960,"The Beatles","White Album","Rock","Vinyl","Beatles White Album.jpg",39
961,"Steppenwolf","Best of Steppenwolf_ 20th Century Masters","Rock","Download","Best of Steppenwolf_ 20th Century Masters.jpg",2095
962,"Bread","The Best Of Bread","Rock","CD","Bread_The_Best_of_Bread.jpg",2079
963,"18 South","Soulful Southern Roots Music","Blues","Download","18South Soulful Southern Roots Music.jpg",1927
964,"Huey Lewis & The News","Huey Lewis & The News Greatest Hits","Rock","CD","Huey Lewis_The News Greatest Hits.jpg",2096
965,"Radiohead","Amnesiac","Rock","CD","Amnesiac.jpg",2098
966,"Rod Stewart","Every Picture Tells a Story","Rock","download","RodStewart_Maggie_may.jpg",1323
967,"Rod Stewart","Rod Stewarts Gold [Disc 1]","Rock","download","RodStewarts_Gold.jpg",1320
968,"Rod Stewart","Rod Stewarts Gold [Disc 2]","Rock","download","RodStewarts_Gold.jpg",1321
969,"Rod Stewart","Another Country","Rock","CD","RodStewart_AnotherCountry.jpg",1322
970,"Rod Stewart","The Definitive Rod Stewart","Rock","Download","RodStewart_The Definitive Rod Stewart.jpg",1324
971,"John Lee Hooker","Live at the Cafe au-Go-Go (and Soledad Prison)","Blues","Download","JohnLeeHooker Live at the Cafe au-Go-Go (and Soledad Prison).jpg",1835
972,"John Lee Hooker","Urban Blues (Bonus Track Version)","Blues","Download","JohnLeeHooker Urban Blues (Bonus Track Version).jpg",1836
973,"Leo Kottke","Leo Kottke-John Fahey-Peter Lang","Pop","Vinyl","John Fahey Leo Kottke Peter Lang.jpg",1885
974,"Al Green","Call Me","R&B","CD","Call Me.jpg",2099
975,"Parts & Labor","Constant Future","Pop","Download","Constant Future.jpg",2100
976,"Gillian Welch","Hard Times","Rock","Download","Hard Times.jpg",2101
977,"The Left Banke","There's Gonna Be a Storm - The Complete Recordings 1966-1969","Rock","Download","There's Gonna Be a Storm - The Complete Recordings 1966-1969.jpg",1909
978,"Neil Young & Crazy Horse","Everybody Knows This Is Nowhere","Rock","CD","Neil Yound Everybody Knows This Is Nowhere.jpg",1394
979,"Neil Young & Crazy Horse","Live Rust","Rock","CD","Neil_Young_&_Crazy_Horse-Live_Rust.jpg",1391
980,"Neil Young & Crazy Horse","Psychedelic Pill [Disc 2]","Rock","CD","NeilYoung_Psychedelicpill.jpg",1392
981,"Neil Young & Crazy Horse","Psychedelic Pill [Disc 1]","Rock","CD","NeilYoung_Psychedelicpill.jpg",1393
982,"Celtic Christmas","Celtic Christmas","Pop","CD","Celtic Christmas.jpg",2102
983,"Little Feat","The Best of Little Feat (Remastered)","Rock","Download","The Best of Little Feat (Remastered).jpg",2103
984,"Paul McCartney & Wings","Band on the Run","Rock","CD","Wings Band on the Run.jpg",1617
985,"Elvis Costello","My Aim Is True","Rock","CD","My Aim Is True.jpg",2104
986,"Ivan Shekov","Ludwig Van Beethoven, Johannes Brahms und Frederic Chopin","rock","download",NULL,NULL
987,"The Amazing Rhythm Aces","Stacked Deck (Remastered)","Pop","Download","Stacked Deck (Remastered).jpg",2105
988,"Dr. John","Goin' Back To New Orleans","Rock","CD","Goin' Back To New Orleans.jpg",2106
989,"Kenny Rogers & The First Edition","Anthology Kenny Rogers & The First Edition","Rock","Download","Anthology Kenny Rogers & The First Edition.jpg",1912
990,"Cream","Wheels Of Fire [Disc 1]","Blues","CD","Cream_WheelsOfFire.jpg",1104
991,"Cream","Wheels Of Fire [Disc 2]","Blues","CD","Cream_WheelsOfFire.jpg",1105
992,"Cream","Fresh Cream","Blues","Vinyl","Cream_fresh_cream.jpg",1106
993,"Cream","Goodbye","Blues","CD","Cream_Goodbye.jpg",1107
994,"Cream","Cream","Blues","Download","CreamCream.jpg",1108
995,"Cream","The Very Best of Cream","Blues","Download","Cream_The_Very_Best_of_Cream_(album)_cover_art.jpg",1109
996,"Cream","Live Cream Vol 2","Blues","CD","Cream_Live_vol2.gif",1110
997,"Junip","Fields","Pop","Download","Fields.jpg",2107
998,"Red Hot Chili Peppers","Californication","Alternatives","CD","Californication.jpg",2108
999,"Beady Eye","The Roller - Single","Pop","Download","The Roller - Single.jpg",2109
1000,"The Centurions","Bullwinkle Part II","Rock","Download","Bullwinkle Part II.jpg",1933
1001,"The Tokens","The Lion Sleeps Tonight","Pop","Download","The Lion Sleeps Tonight.jpg",2067
1002,"Nitty Gritty Dirt Band","Dirt Siver Gold","Rock","Vinyl","Dirt Siver Gold.jpg",2110
1003,"Oscar Peterson","Night Train","Jazz","Download","Night Train.jpg",2120
1004,"The Allman Brothers Band","Fillmore East","Rock","Vinyl","Fillmore East.jpg",1028
1005,"The Allman Brothers Band","Live From A&R Studios","Rock","CD","Live From A&R Studios.jpg",1029
1006,"The Allman Brothers Band","An Evening with The Allman Brothers Band_ 2nd Set (Live)","Rock","Download","An Evening with The Allman Brothers Band_ 2nd Set (Live).jpg",1030
1007,"The Allman Brothers Band","Hittin' the Note","Rock","Download","Hittin' the Note.jpg",1031
1008,"The Allman Brothers Band","Eat A Peach","Rock","Vinyl","Eat A Peach.jpg",1032
1009,"The Allman Brothers Band","Brothers And Sisters","Rock","Vinyl","Brothers And Sisters.jpg",1033
1010,"The Allman Brothers Band","The Allman Brothers Band","Rock","Download","The Allman Brothers Band.jpg",1034
1011,"The Allman Brothers Band","Where It All Begins","Rock","Download","Where It All Begins.jpg",1035
1012,"The Allman Brothers Band","Beginnings","Rock","Vinyl","Beginnings.jpg",1036
1013,"Bon Jovi","Slippery When Wet","Rock","Download","Slippery When Wet.jpg",2111
1014,"Bon Jovi","Bon Jovi","Rock","CD","Bon Jovi.jpg",2112
1015,"Jo Dee Messina","Unmistakable Drive","Country","Download","Unmistakable Drive.jpg",2121
1016,"Booker T. & The MG's","The Best of Booker T & The MGs","R&B","Download","The Best of Booker T & The MGs.jpg",1773
1017,"Booker T. & The MG's","Green Onions","R&B","CD","BookerT.&theMG'sGreenOnions.jpg",1774
1018,"Joe Cocker","You Are So Beautiful","Rock","Vinyl","JoeCocker.jpg",1649
1019,"Joe Cocker","Joe Cocker's Greatest Hits","Rock","Vinyl","JoeCocker Greatest Hits.jpg",1650
1020,"Joe Cocker","I Can Stand A Little Rain","Rock","Vinyl","JoeCocker Little Rain.jpg",1651
1021,"The Guess Who","American Woman","Rock","CD","GuessWho_American_Woman45.jpg",1255
1022,"The Guess Who","Shakin' All Over","Rock","Download","GuessWho Shakin' All Over.jpg",1257
1023,"The Guess Who","Live At The Paramount","Rock","CD","GuessWho Live At The Paramount.jpg",1258
1024,"The Guess Who","Rockin Guess Who","Rock","Vinyl","GuessWho_Rockin.jpg",1256
1025,"The Guess Who","The Guess Who_ Greatest Hits","Rock","Download","The Guess Who_ Greatest Hits.jpg",1259
1026,"The Spencer Davis Group","The Best of the Spencer Davis Group","Rock","Download","The Best of the Spencer Davis Group.jpg",1698
1027,"The Spencer Davis Group","Keep On Running","Rock","Download","SpencerDavisGroup Keep On Running.jpg",1699
1028,"Mungo Jerry","The Sunshine Collection","Rock","Download","The Sunshine Collection.jpg",1848
1029,"The Band","Greatest Hits [Remastered] [UK]","Rock","Download","TheBand_Last_Waltz.jpg",1455
1030,"The Band","The Last Waltz [2003 Remaster] Disc 2","Rock","CD","TheBand_The Last Waltz.jpg",1453
1031,"The Band","The Last Waltz [2003 Remaster] Disc 1","Rock","CD","TheBand_The Last Waltz.jpg",1452
1032,"The Band","Music From Big Pink","Rock","CD","TheBand_MusicFromPink.jpg",1454
1033,"Bing Crosby","All-Time Christmas Favorites, Vol. 1","Pop","Download","All-Time Christmas Favorites, Vol. 1.jpg",1562
1034,"The 5th Dimension","The Essential Fifth Dimension","R&B","CD","The Essential Fifth Dimension.jpg",1674
1035,"The 5th Dimension","The Essential Fifth Dimension [Disc 1]","R&B","CD","The Essential Fifth Dimension.jpg",1675
1036,"The Drifters","Under the Boardwalk","Soul","Download","Drifters Under the Boardwalk.jpg",1714
1037,"The Drifters","The Essentials_ The Drifters","Soul","Download","Drifters The Essentials_ The Drifters.jpg",1715
1038,"Gerry & The Pacemakers","Gerry & The Pacemakers","rock","Download","Gerry & The Pacemakers.jpg",1767
1039,"Gerry & The Pacemakers","The Best of Gerry & The Pacemakers","rock","Download","The Best of Gerry & The Pacemakers.jpg",1768
1040,"John Fahey & His Orchestra","Of Rivers and Religion _ After the Ball","Pop","Download","Of Rivers and Religion _ After the Ball.jpg",2122
1041,"Jeff Beck","Rock 'N' Roll Party_ Honoring Les Paul [Live]","Rock","CD","Jeff_Beck_Rock_n_Roll_Party.jpg",1172
1042,"Jeff Beck","Loud Hailer","Rock","CD","JeffBeck_Loud Hailer.jpg",1178
1043,"Jeff Beck","You Had It Coming","Rock","CD","JeffBeck_You Had It Coming.jpg",1173
1044,"Jeff Beck","Best Of Beck","Rock","CD","JeffBeck_Best_of_Beck.jpg",1174
1045,"Jeff Beck","Wired","Rock","Download","Wired.jpg",1175
1046,"Jeff Beck","Blow By Blow","Rock","CD","JeffBeck_Blow By Blow.jpg",1176
1047,"Jeff Beck","Live+","Rock","CD","JeffBeck_Live+.jpeg",1177
1048,"Playing for Change","Redemption Song - Single","Pop","Download","Redemption Song - Single.jpg",1904
1049,"Jimmy Witherspoon","Live At the 1972 Monterey Jazz Festival (feat. Robben Ford)","Jazz","Download","JimmyWitherspoon_LiveAt1972MontereyJazz Festival.jpg",1740
1050,"Jimmy Witherspoon","The Best Of Jimmy Witherspoon","Jazz","Vinyl","Jimmy Whiterspoon.jpg",387
1051,"Dale Hawkins","Suzie Q & Let's All Twist","RockaBilly","Download","Suzie Q & Let's All Twist.jpg",2123
1052,"Arcade Fire","The Suburbs","Pop","Download","The Suburbs.jpg",1618
1053,"The Mavericks","20th Century Masters - The Millennium Collection_ The Best of the Mavericks","TexMex","Download","20th Century Masters - The Millennium Collection_ The Best of the Mavericks.jpg",1544
1054,"The Mavericks","Rancho Loco","TexMex","Download","Mavericks Ranco Loco.jpeg",1545
1055,"The Mavericks","Mono","TexMex","CD","Mavericks_Mono.jpg",1543
1056,"Jethro Tull","The Best Of Jethro Tull_ The Anniversary Collection [Disc 1]","Rock","CD","JethroTull_Anniverary.jpg",1706
1057,"Jethro Tull","The Best Of Jethro Tull_ The Anniversary Collection [Disc 2]","Rock","CD","JethroTull_Anniverary.jpg",1707
1058,"Kansas","The Prelude Implicit","Rock","CD","Kansas_The Prelude Implicit.jpg",1431
1059,"Kansas","The Best of Kansas","Rock","Download","The Best of Kansas.jpg",1433
1060,"Kansas","Point of Know Return","Rock","Download","Kansas Point of Know Return.jpg",1432
1061,"Kansas","Vinyl Confessions","Rock","Download","Kansas_VinylConfessions.jpg",1430
1062,"Men At Work","Business As Usual","Rock","CD","MenAtWork_BizAsUsual.png",2113
1063,"Branford Marsalis","Random Abstract [Bonus Tracks]","Jazz","CD","Branford Marsailis.Random Abstract.jpg",1512
1064,"Branford Marsalis","Renaissance","Jazz","Download","BranfordMarsalis Renaissance.jpg",1514
1065,"Branford Marsalis","Romances For Saxophone","Jazz","Vinyl","Branford Marsailes Romances For Sax.jpg",1513
1066,"Branford Marsalis","I Heard You Twice The First Time","Jazz","download","BranfordMarsalis I Heard You Twice The First Time.jpg",1515
1067,"Yes","The Yes Album","Rock","CD","Yes_The Yes Album.jpg",1571
1068,"Yes","The Very Best of Yes","Rock","CD","Yes_Best_of_Yes.jpg",1573
1069,"Yes","Going For The One [Bonus Tracks]","Rock","CD","Yes_Going_for_the_One.jpg",1574
1070,"The Seeds","The Seeds","Rock","Download","The Seeds.jpg",2124
1071,"Bruce Springsteen","Greetings From Asbury Park, N.J_","Rock","CD","BruceSpringsteen_Greetings From Asbury Park, N.J..jpg",1135
1072,"Bruce Springsteen","Magic","Rock","CD","Bruce_Springsteen_-_Magic.jpg",1134
1073,"Bruce Springsteen","Working On A Dream","Rock","Download","Working On A Dream 1.jpg",1133
1074,"Bruce Springsteen","Born To Run","Rock","Vinyl","BruceSpringsteen_Born_to_Run_(Front_Cover).jpg",1128
1075,"Bruce Springsteen","Nebraska","Rock","CD","Bruce_Springsteen_-_Nebraska.jpg",1131
1076,"Bruce Springsteen","High Hopes","Rock","CD","BruceSpringsteen_High Hopes.jpg",1130
1077,"Bruce Springsteen","Born In The USA","Rock","Vinyl","Bruce_Springsteen_BornInUSA.jpg",1129
1078,"Foghat","The Best Of Foghat","Rock","CD","Foghat_The_BestOf.jpg",1486
1079,"Foghat","Fool for the City","Rock","Download","Fool for the City.jpg",1489
1080,"Foghat","Drivin' Wheels_ Best Of 1972-1982 [Disc 1]","Rock","CD","Fog_Hat_Drivin.jpg",1487
1081,"Foghat","Drivin' Wheels_ Best Of 1972-1982 [Disc 2]","Rock","CD","Fog_Hat_Drivin.jpg",1488
1082,"Eldorado","Suitcase","TexMex","Download","Suitcase.jpg",1928
1083,"The Doors","Waiting For The Sun [40th Anniversary Edition]","Rock","CD","Doors Waiting For The Sun [40th Anniversary Edition].jpg",1037
1084,"The Doors","Morrison Hotel","Rock","CD","Morrison Hotel.jpg",1038
1085,"The Doors","Best of the Doors","Rock","Vinyl","Doors_Best of the Doors.jpg",1039
1086,"The Doors","The Soft Parade [40th Anniversary Edition]","Rock","CD","Doors The Soft Parade [40th Anniversary Edition].jpg",1040
1087,"The Doors","The Future Starts Here_ The Essential Doors Hits","Rock","Download","Doors The Future Starts Here_ The Essential Doors Hits.jpg",1041
1088,"The Doors","The Very Best of The Doors","Rock","Download","Doors_VeryBestOfDoors.jpg",1042
